"height","width","aratio","local"
"12","86","7.1666","1"
"30","100","3.3333","1"
"?","?","?","0"
"?","?","?","1"
"32","214","6.6875","1"
"200","166","0.83","0"
"?","?","?","1"
"49","49","1.0","1"
"60","80","1.3333","1"
"31","88","2.8387","0"
"60","140","2.3333","1"
"20","100","5.0","1"
"11","96","8.7272","1"
"10","600","60.0","1"
"31","88","2.8387","1"
"60","140","2.3333","1"
"32","88","2.75","0"
"83","200","2.4096","1"
"60","43","0.7166","0"
"46","96","2.0869","1"
"80","86","1.075","1"
"53","70","1.3207","0"
"?","?","?","1"
"228","100","0.4385","0"
"83","100","1.2048","1"
"16","16","1.0","1"
"25","120","4.8","1"
"177","150","0.8474","1"
"?","?","?","1"
"23","19","0.8260","0"
"?","?","?","1"
"47","49","1.0425","1"
"?","?","?","1"
"?","?","?","1"
"136","207","1.5220","1"
"?","?","?","1"
"25","120","4.8","1"
"?","?","?","1"
"80","87","1.0875","1"
"150","124","0.8266","1"
"20","100","5.0","1"
"11","89","8.0909","1"
"?","?","?","1"
"30","100","3.3333","1"
"80","78","0.975","1"
"18","129","7.1666","1"
"11","94","8.5454","1"
"30","100","3.3333","1"
"43","114","2.6511","0"
"10","600","60.0","1"
"80","92","1.15","1"
"37","34","0.9189","1"
"?","?","?","1"
"25","120","4.8","1"
"31","88","2.8387","0"
"104","104","1.0","0"
"31","124","4.0","1"
"19","186","9.7894","1"
"60","43","0.7166","1"
"25","120","4.8","1"
"12","101","8.4166","1"
"80","89","1.1125","1"
"23","19","0.8260","0"
"11","96","8.7272","1"
"40","400","10.0","0"
"60","43","0.7166","1"
"20","125","6.25","1"
"234","218","0.9316","1"
"125","250","2.0","0"
"124","289","2.3306","1"
"23","19","0.8260","0"
"12","101","8.4166","1"
"12","57","4.75","1"
"60","43","0.7166","1"
"80","94","1.175","1"
"23","135","5.8695","1"
"31","88","2.8387","1"
"12","102","8.5","1"
"71","373","5.2535","0"
"24","120","5.0","0"
"?","?","?","1"
"31","88","2.8387","1"
"?","?","?","0"
"20","175","8.75","1"
"150","108","0.72","1"
"37","34","0.9189","1"
"?","?","?","1"
"78","104","1.3333","1"
"23","225","9.7826","1"
"170","110","0.6470","1"
"23","19","0.8260","0"
"103","105","1.0194","1"
"24","120","5.0","0"
"?","?","?","1"
"75","200","2.6666","1"
"24","75","3.125","1"
"?","?","?","1"
"?","?","?","1"
"35","114","3.2571","1"
"76","87","1.1447","1"
"80","116","1.45","1"
"55","75","1.3636","0"
"38","96","2.5263","1"
"60","43","0.7166","1"
"18","57","3.1666","1"
"81","129","1.5925","1"
"57","345","6.0526","1"
"11","89","8.0909","1"
"78","104","1.3333","1"
"80","95","1.1875","1"
"?","?","?","1"
"31","241","7.7741","1"
"?","?","?","0"
"15","82","5.4666","1"
"23","19","0.8260","1"
"23","225","9.7826","1"
"24","120","5.0","0"
"80","80","1.0","1"
"21","110","5.2380","1"
"?","?","?","0"
"32","248","7.75","1"
"33","85","2.5757","1"
"80","94","1.175","1"
"14","70","5.0","1"
"?","?","?","1"
"100","111","1.11","0"
"24","120","5.0","0"
"40","68","1.7","0"
"11","94","8.5454","1"
"95","94","0.9894","1"
"32","214","6.6875","1"
"254","212","0.8346","1"
"?","?","?","1"
"23","19","0.8260","1"
"110","178","1.6181","1"
"25","68","2.72","1"
"?","?","?","1"
"33","224","6.7878","1"
"64","203","3.1718","1"
"31","209","6.7419","1"
"210","244","1.1619","1"
"25","120","4.8","1"
"68","66","0.9705","0"
"106","119","1.1226","1"
"?","?","?","1"
"?","?","?","1"
"80","87","1.0875","1"
"60","60","1.0","1"
"23","19","0.8260","0"
"19","96","5.0526","1"
"60","80","1.3333","1"
"20","175","8.75","1"
"11","64","5.8181","1"
"60","73","1.2166","0"
"64","250","3.9062","1"
"36","75","2.0833","1"
"?","?","?","0"
"23","26","1.1304","1"
"75","95","1.2666","1"
"20","100","5.0","1"
"23","26","1.1304","1"
"25","112","4.48","1"
"?","?","?","1"
"120","120","1.0","1"
"20","175","8.75","1"
"80","87","1.0875","1"
"60","43","0.7166","1"
"80","100","1.25","1"
"1","1","1.0","1"
"?","?","?","0"
"?","?","?","1"
"50","50","1.0","1"
"?","?","?","1"
"292","151","0.5171","1"
"?","?","?","1"
"66","155","2.3484","0"
"12","98","8.1666","1"
"311","367","1.1800","1"
"103","80","0.7766","1"
"80","87","1.0875","1"
"?","?","?","1"
"80","90","1.125","1"
"19","37","1.9473","0"
"25","46","1.84","1"
"12","101","8.4166","1"
"?","?","?","0"
"95","110","1.1578","1"
"?","?","?","1"
"329","207","0.6291","1"
"?","?","?","1"
"12","57","4.75","1"
"?","?","?","0"
"?","?","?","1"
"72","367","5.0972","1"
"20","191","9.55","0"
"?","?","?","1"
"?","?","?","1"
"75","95","1.2666","1"
"31","88","2.8387","1"
"40","399","9.975","0"
"40","130","3.25","1"
"31","88","2.8387","1"
"?","?","?","1"
"90","90","1.0","0"
"95","110","1.1578","1"
"77","370","4.8051","1"
"33","35","1.0606","1"
"20","100","5.0","1"
"?","?","?","1"
"176","408","2.3181","1"
"?","?","?","1"
"?","?","?","1"
"95","104","1.0947","1"
"328","120","0.3658","1"
"77","108","1.4025","1"
"35","126","3.6","1"
"60","75","1.25","1"
"11","96","8.7272","1"
"12","101","8.4166","1"
"80","90","1.125","1"
"80","87","1.0875","1"
"17","98","5.7647","1"
"46","173","3.7608","0"
"?","?","?","1"
"77","108","1.4025","1"
"80","89","1.1125","1"
"31","88","2.8387","1"
"23","98","4.2608","1"
"120","120","1.0","1"
"77","370","4.8051","1"
"40","120","3.0","1"
"30","129","4.3","1"
"80","89","1.1125","1"
"?","?","?","1"
"77","108","1.4025","1"
"17","38","2.2352","1"
"20","134","6.7","1"
"?","?","?","1"
"120","120","1.0","1"
"14","67","4.7857","1"
"16","100","6.25","1"
"90","95","1.0555","1"
"20","20","1.0","1"
"?","?","?","1"
"77","108","1.4025","1"
"?","?","?","1"
"20","134","6.7","1"
"32","128","4.0","1"
"140","172","1.2285","1"
"31","88","2.8387","0"
"22","110","5.0","1"
"39","100","2.5641","1"
"35","126","3.6","1"
"210","188","0.8952","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"70","50","0.7142","1"
"66","360","5.4545","1"
"?","?","?","1"
"20","134","6.7","1"
"162","245","1.5123","0"
"14","21","1.5","1"
"?","?","?","1"
"31","88","2.8387","1"
"90","100","1.1111","1"
"28","91","3.25","1"
"?","?","?","1"
"50","40","0.8","1"
"151","120","0.7947","1"
"236","214","0.9067","1"
"?","?","?","1"
"29","87","3.0","0"
"95","110","1.1578","1"
"39","325","8.3333","1"
"40","40","1.0","1"
"62","88","1.4193","1"
"153","213","1.3921","1"
"?","?","?","1"
"?","?","?","1"
"22","110","5.0","1"
"42","412","9.8095","1"
"26","122","4.6923","1"
"102","179","1.7549","0"
"24","24","1.0","0"
"31","88","2.8387","0"
"63","75","1.1904","0"
"32","32","1.0","1"
"?","?","?","0"
"90","128","1.4222","0"
"78","139","1.7820","1"
"?","?","?","1"
"143","214","1.4965","0"
"?","?","?","1"
"?","?","?","1"
"22","110","5.0","1"
"149","182","1.2214","0"
"76","108","1.4210","0"
"?","?","?","1"
"27","73","2.7037","1"
"102","179","1.7549","0"
"174","100","0.5747","0"
"?","?","?","1"
"?","?","?","1"
"31","88","2.8387","0"
"115","205","1.7826","0"
"146","141","0.9657","0"
"30","90","3.0","0"
"149","182","1.2214","1"
"204","195","0.9558","1"
"?","?","?","0"
"24","24","1.0","0"
"36","88","2.4444","1"
"25","83","3.32","1"
"17","102","6.0","1"
"62","88","1.4193","1"
"12","101","8.4166","1"
"39","67","1.7179","0"
"11","115","10.4545","0"
"31","88","2.8387","0"
"?","?","?","1"
"140","140","1.0","0"
"?","?","?","0"
"16","100","6.25","1"
"150","250","1.6666","0"
"24","74","3.0833","1"
"24","24","1.0","0"
"?","?","?","1"
"36","142","3.9444","1"
"115","205","1.7826","1"
"31","88","2.8387","1"
"40","70","1.75","1"
"?","?","?","1"
"?","?","?","0"
"100","84","0.84","1"
"?","?","?","1"
"144","216","1.5","1"
"39","150","3.8461","1"
"20","90","4.5","1"
"?","?","?","1"
"?","?","?","1"
"31","241","7.7741","1"
"18","18","1.0","1"
"12","101","8.4166","1"
"14","109","7.7857","1"
"133","200","1.5037","1"
"60","240","4.0","0"
"?","?","?","1"
"133","200","1.5037","1"
"?","?","?","1"
"62","148","2.3870","0"
"40","70","1.75","1"
"324","210","0.6481","1"
"26","122","4.6923","1"
"173","136","0.7861","0"
"138","223","1.6159","0"
"110","125","1.1363","0"
"324","210","0.6481","1"
"74","78","1.0540","1"
"149","182","1.2214","0"
"90","64","0.7111","0"
"325","397","1.2215","1"
"?","?","?","0"
"?","?","?","1"
"?","?","?","0"
"?","?","?","0"
"37","34","0.9189","1"
"26","122","4.6923","1"
"31","88","2.8387","0"
"140","140","1.0","0"
"40","70","1.75","1"
"?","?","?","1"
"?","?","?","0"
"?","?","?","1"
"?","?","?","1"
"64","64","1.0","1"
"?","?","?","1"
"131","132","1.0076","0"
"?","?","?","1"
"141","254","1.8014","1"
"?","?","?","1"
"12","67","5.5833","1"
"?","?","?","1"
"140","140","1.0","0"
"16","55","3.4375","1"
"49","103","2.1020","1"
"?","?","?","1"
"?","?","?","1"
"146","141","0.9657","1"
"36","150","4.1666","1"
"28","118","4.2142","1"
"?","?","?","1"
"?","?","?","1"
"31","88","2.8387","0"
"103","132","1.2815","1"
"?","?","?","1"
"36","114","3.1666","1"
"33","88","2.6666","1"
"150","150","1.0","1"
"?","?","?","1"
"?","?","?","1"
"149","182","1.2214","0"
"?","?","?","0"
"32","88","2.75","0"
"181","200","1.1049","1"
"140","140","1.0","0"
"?","?","?","0"
"12","108","9.0","0"
"150","200","1.3333","1"
"?","?","?","1"
"105","134","1.2761","0"
"50","66","1.32","1"
"23","26","1.1304","1"
"145","242","1.6689","1"
"114","100","0.8771","0"
"245","200","0.8163","1"
"110","120","1.0909","0"
"150","200","1.3333","1"
"?","?","?","1"
"50","400","8.0","0"
"118","89","0.7542","0"
"31","88","2.8387","0"
"12","85","7.0833","1"
"31","209","6.7419","1"
"?","?","?","1"
"50","94","1.88","1"
"76","100","1.3157","0"
"76","108","1.4210","0"
"?","?","?","0"
"?","?","?","1"
"50","40","0.8","1"
"180","241","1.3388","1"
"120","160","1.3333","0"
"46","100","2.1739","0"
"110","108","0.9818","0"
"?","?","?","1"
"38","96","2.5263","1"
"194","175","0.9020","0"
"131","200","1.5267","1"
"194","184","0.9484","1"
"31","88","2.8387","1"
"200","201","1.005","1"
"?","?","?","0"
"12","101","8.4166","1"
"50","50","1.0","1"
"?","?","?","1"
"15","60","4.0","0"
"?","?","?","1"
"?","?","?","0"
"230","200","0.8695","0"
"32","248","7.75","1"
"?","?","?","1"
"?","?","?","1"
"145","200","1.3793","1"
"200","200","1.0","1"
"102","88","0.8627","0"
"30","90","3.0","0"
"132","130","0.9848","0"
"26","104","4.0","1"
"24","120","5.0","0"
"11","70","6.3636","1"
"32","32","1.0","1"
"16","250","15.625","0"
"80","84","1.05","1"
"26","104","4.0","1"
"?","?","?","1"
"?","?","?","1"
"102","179","1.7549","0"
"?","?","?","0"
"26","58","2.2307","1"
"151","120","0.7947","0"
"24","120","5.0","0"
"200","179","0.895","1"
"300","450","1.5","0"
"?","?","?","1"
"137","150","1.0948","1"
"?","?","?","1"
"11","94","8.5454","1"
"75","200","2.6666","0"
"74","102","1.3783","0"
"196","178","0.9081","0"
"125","200","1.6","1"
"178","110","0.6179","0"
"?","?","?","1"
"120","150","1.25","1"
"?","?","?","1"
"62","61","0.9838","0"
"33","88","2.6666","1"
"27","69","2.5555","1"
"26","104","4.0","1"
"222","300","1.3513","1"
"?","?","?","1"
"26","104","4.0","1"
"?","?","?","0"
"11","64","5.8181","1"
"110","161","1.4636","1"
"25","85","3.4","1"
"?","?","?","1"
"?","?","?","1"
"135","200","1.4814","1"
"26","104","4.0","1"
"40","200","5.0","1"
"102","179","1.7549","0"
"152","200","1.3157","1"
"?","?","?","0"
"23","26","1.1304","1"
"40","200","5.0","1"
"11","64","5.8181","1"
"125","250","2.0","0"
"20","95","4.75","1"
"67","134","2.0","1"
"75","95","1.2666","1"
"?","?","?","0"
"11","89","8.0909","1"
"30","130","4.3333","1"
"?","?","?","1"
"?","?","?","1"
"24","120","5.0","0"
"?","?","?","1"
"10","600","60.0","1"
"80","82","1.025","1"
"100","50","0.5","0"
"38","96","2.5263","1"
"187","248","1.3262","1"
"24","120","5.0","0"
"?","?","?","1"
"30","130","4.3333","1"
"24","120","5.0","0"
"10","600","60.0","1"
"11","94","8.5454","1"
"80","84","1.05","1"
"12","57","4.75","1"
"132","130","0.9848","0"
"12","57","4.75","1"
"117","233","1.9914","1"
"209","200","0.9569","1"
"?","?","?","1"
"90","90","1.0","0"
"20","95","4.75","1"
"?","?","?","1"
"11","96","8.7272","1"
"90","90","1.0","0"
"?","?","?","1"
"28","100","3.5714","1"
"11","96","8.7272","1"
"125","250","2.0","0"
"?","?","?","1"
"60","468","7.8","1"
"308","125","0.4058","1"
"?","?","?","1"
"199","484","2.4321","1"
"20","134","6.7","1"
"?","?","?","1"
"72","105","1.4583","1"
"24","120","5.0","0"
"40","200","5.0","1"
"158","194","1.2278","0"
"20","95","4.75","1"
"42","42","1.0","1"
"?","?","?","1"
"46","125","2.7173","1"
"54","64","1.1851","1"
"12","102","8.5","1"
"102","179","1.7549","0"
"20","134","6.7","1"
"?","?","?","1"
"21","86","4.0952","1"
"40","200","5.0","1"
"12","101","8.4166","1"
"60","296","4.9333","1"
"40","200","5.0","1"
"24","120","5.0","0"
"?","?","?","1"
"100","83","0.83","1"
"24","120","5.0","0"
"119","209","1.7563","1"
"170","170","1.0","0"
"145","200","1.3793","1"
"40","46","1.15","1"
"40","160","4.0","1"
"?","?","?","0"
"11","89","8.0909","1"
"30","30","1.0","1"
"151","199","1.3178","0"
"103","273","2.6504","1"
"?","?","?","0"
"?","?","?","1"
"146","250","1.7123","0"
"?","?","?","1"
"?","?","?","1"
"16","16","1.0","1"
"80","89","1.1125","1"
"22","204","9.2727","1"
"66","73","1.1060","1"
"49","114","2.3265","1"
"110","110","1.0","0"
"224","204","0.9107","0"
"226","277","1.2256","1"
"30","30","1.0","1"
"16","16","1.0","1"
"161","130","0.8074","0"
"?","?","?","1"
"90","90","1.0","0"
"163","164","1.0061","1"
"154","231","1.5","0"
"100","300","3.0","0"
"?","?","?","1"
"11","89","8.0909","1"
"84","85","1.0119","0"
"12","101","8.4166","1"
"16","60","3.75","1"
"12","102","8.5","1"
"31","88","2.8387","0"
"?","?","?","1"
"27","57","2.1111","1"
"12","102","8.5","1"
"17","77","4.5294","1"
"60","468","7.8","1"
"134","184","1.3731","0"
"20","134","6.7","1"
"120","180","1.5","0"
"134","184","1.3731","0"
"61","61","1.0","0"
"?","?","?","1"
"12","101","8.4166","1"
"11","64","5.8181","1"
"171","210","1.2280","0"
"10","600","60.0","1"
"55","177","3.2181","1"
"?","?","?","1"
"108","120","1.1111","0"
"?","?","?","1"
"20","95","4.75","1"
"75","101","1.3466","1"
"90","90","1.0","0"
"30","143","4.7666","0"
"30","30","1.0","1"
"11","94","8.5454","1"
"20","134","6.7","1"
"?","?","?","1"
"97","300","3.0927","1"
"?","?","?","1"
"27","175","6.4814","1"
"?","?","?","1"
"23","26","1.1304","1"
"?","?","?","1"
"106","107","1.0094","0"
"12","86","7.1666","1"
"?","?","?","1"
"62","82","1.3225","0"
"?","?","?","1"
"31","88","2.8387","0"
"38","88","2.3157","0"
"75","100","1.3333","1"
"12","102","8.5","1"
"20","20","1.0","1"
"60","196","3.2666","0"
"14","63","4.5","0"
"160","180","1.125","1"
"200","200","1.0","0"
"65","110","1.6923","0"
"62","62","1.0","0"
"60","80","1.3333","1"
"38","88","2.3157","0"
"70","50","0.7142","1"
"12","101","8.4166","1"
"?","?","?","1"
"149","182","1.2214","0"
"?","?","?","1"
"32","328","10.25","0"
"20","134","6.7","1"
"38","88","2.3157","0"
"?","?","?","0"
"?","?","?","1"
"36","180","5.0","1"
"22","110","5.0","1"
"11","96","8.7272","1"
"100","100","1.0","0"
"154","108","0.7012","1"
"131","156","1.1908","1"
"10","600","60.0","1"
"22","110","5.0","1"
"?","67","?","1"
"32","75","2.3437","0"
"11","89","8.0909","1"
"95","109","1.1473","1"
"140","140","1.0","0"
"?","?","?","0"
"119","152","1.2773","1"
"12","10","0.8333","1"
"36","180","5.0","1"
"55","150","2.7272","0"
"?","?","?","1"
"48","264","5.5","1"
"20","134","6.7","1"
"35","150","4.2857","1"
"?","?","?","1"
"36","180","5.0","1"
"?","?","?","0"
"134","184","1.3731","0"
"135","110","0.8148","0"
"12","57","4.75","1"
"?","?","?","1"
"133","158","1.1879","1"
"89","83","0.9325","1"
"12","86","7.1666","1"
"12","57","4.75","1"
"?","?","?","0"
"140","180","1.2857","1"
"?","?","?","1"
"149","182","1.2214","0"
"145","156","1.0758","1"
"?","?","?","1"
"12","101","8.4166","1"
"10","331","33.1","1"
"?","?","?","0"
"25","120","4.8","1"
"119","150","1.2605","0"
"36","180","5.0","1"
"25","120","4.8","1"
"140","140","1.0","0"
"82","337","4.1097","0"
"12","10","0.8333","1"
"11","96","8.7272","1"
"?","?","?","1"
"12","101","8.4166","1"
"?","?","?","1"
"22","21","0.9545","1"
"?","?","?","1"
"40","40","1.0","1"
"25","120","4.8","1"
"110","95","0.8636","0"
"160","180","1.125","1"
"120","180","1.5","1"
"154","231","1.5","1"
"12","86","7.1666","1"
"115","205","1.7826","0"
"40","40","1.0","1"
"?","?","?","1"
"18","24","1.3333","1"
"?","?","?","0"
"158","108","0.6835","0"
"117","115","0.9829","0"
"300","178","0.5933","1"
"12","102","8.5","1"
"154","231","1.5","0"
"32","40","1.25","0"
"?","?","?","1"
"?","?","?","0"
"60","70","1.1666","0"
"?","?","?","1"
"12","101","8.4166","1"
"20","90","4.5","1"
"34","34","1.0","1"
"12","98","8.1666","1"
"?","?","?","1"
"?","?","?","1"
"154","231","1.5","0"
"31","88","2.8387","0"
"23","26","1.1304","1"
"?","?","?","1"
"200","200","1.0","1"
"75","100","1.3333","1"
"?","?","?","1"
"150","200","1.3333","1"
"?","?","?","0"
"75","200","2.6666","1"
"?","?","?","1"
"64","144","2.25","1"
"40","120","3.0","1"
"40","46","1.15","1"
"25","100","4.0","1"
"?","?","?","1"
"36","36","1.0","1"
"?","?","?","1"
"25","120","4.8","1"
"200","166","0.83","0"
"36","180","5.0","1"
"?","?","?","1"
"32","37","1.1562","0"
"75","95","1.2666","1"
"?","?","?","1"
"10","331","33.1","1"
"173","150","0.8670","0"
"?","?","?","1"
"32","78","2.4375","0"
"160","180","1.125","1"
"?","?","?","1"
"10","600","60.0","1"
"11","94","8.5454","1"
"?","?","?","1"
"160","180","1.125","1"
"35","36","1.0285","0"
"11","64","5.8181","1"
"36","180","5.0","1"
"25","100","4.0","1"
"88","88","1.0","1"
"?","?","?","0"
"23","26","1.1304","1"
"16","16","1.0","1"
"90","90","1.0","1"
"200","200","1.0","1"
"12","150","12.5","1"
"64","250","3.9062","0"
"102","179","1.7549","0"
"64","144","2.25","1"
"?","?","?","1"
"?","160","?","0"
"64","144","2.25","1"
"10","600","60.0","1"
"32","33","1.0312","0"
"?","?","?","0"
"115","115","1.0","1"
"110","170","1.5454","1"
"160","180","1.125","1"
"183","159","0.8688","1"
"109","110","1.0091","1"
"?","?","?","1"
"147","206","1.4013","0"
"94","222","2.3617","0"
"16","16","1.0","1"
"120","130","1.0833","1"
"60","140","2.3333","1"
"25","100","4.0","1"
"?","?","?","1"
"?","?","?","1"
"40","400","10.0","1"
"160","180","1.125","1"
"95","222","2.3368","1"
"150","150","1.0","1"
"34","105","3.0882","0"
"128","178","1.3906","0"
"184","153","0.8315","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"60","140","2.3333","1"
"140","180","1.2857","1"
"154","213","1.3831","1"
"20","90","4.5","1"
"?","?","?","1"
"?","?","?","1"
"140","180","1.2857","1"
"?","?","?","0"
"115","190","1.6521","0"
"184","140","0.7608","1"
"25","100","4.0","1"
"40","40","1.0","1"
"100","85","0.85","0"
"60","120","2.0","0"
"137","150","1.0948","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"90","119","1.3222","1"
"?","?","?","1"
"10","600","60.0","1"
"148","225","1.5202","0"
"16","16","1.0","1"
"25","100","4.0","1"
"?","?","?","1"
"?","?","?","1"
"110","109","0.9909","1"
"?","?","?","1"
"?","?","?","1"
"25","100","4.0","1"
"16","16","1.0","1"
"110","109","0.9909","1"
"31","88","2.8387","0"
"?","?","?","1"
"71","87","1.2253","0"
"25","100","4.0","1"
"146","158","1.0821","0"
"?","?","?","1"
"?","?","?","1"
"136","150","1.1029","1"
"10","600","60.0","1"
"12","101","8.4166","1"
"?","?","?","1"
"40","100","2.5","1"
"?","?","?","1"
"?","?","?","1"
"16","16","1.0","1"
"24","75","3.125","1"
"?","?","?","1"
"25","100","4.0","1"
"?","?","?","1"
"55","175","3.1818","1"
"?","?","?","1"
"?","?","?","1"
"10","600","60.0","1"
"11","64","5.8181","1"
"?","?","?","1"
"150","200","1.3333","1"
"16","16","1.0","1"
"134","184","1.3731","0"
"23","26","1.1304","1"
"40","130","3.25","1"
"158","192","1.2151","1"
"25","100","4.0","1"
"?","?","?","1"
"?","?","?","1"
"?","?","?","1"
"106","110","1.0377","1"
"30","30","1.0","0"
"170","94","0.5529","0"
"101","140","1.3861","1"
"23","120","5.2173","1"
"?","?","?","1"
"40","40","1.0","1"
